ph,salinity,moisture,tds,light,temperature,humidity,timestamp
421,866,33,1019,85,31.7,50,2023-09-27 3:57:08.100
423,865,37,1017,84,31.6,50,2023-09-27 3:57:12.100
420,870,35,1022,84,31.6,50,2023-09-27 3:57:16.100
419,866,33,1019,85,31.6,50,2023-09-27 3:57:20.100
420,869,33,1020,84,31.6,50,2023-09-27 3:57:24.100
420,870,34,1020,85,31.6,50,2023-09-27 3:57:28.100
419,868,35,1018,85,31.6,50,2023-09-27 3:57:32.100
419,869,36,1020,84,31.6,50,2023-09-27 3:57:36.100
420,868,36,1020,85,31.7,50,2023-09-27 3:57:40.100
419,866,34,1020,84,31.7,50,2023-09-27 3:57:44.100
421,869,35,1020,84,31.6,50,2023-09-27 3:57:48.100
421,865,38,1018,84,31.6,50,2023-09-27 3:57:52.100
419,868,34,1023,84,31.7,50,2023-09-27 3:57:56.100
421,869,34,1022,85,31.6,50,2023-09-27 3:58:00.100
422,865,37,1017,84,31.7,50,2023-09-27 3:58:04.100
421,869,34,1018,84,31.7,50,2023-09-27 3:58:08.100
421,870,35,1019,84,31.6,50,2023-09-27 3:58:12.100
422,866,38,1018,84,31.7,50,2023-09-27 3:58:16.100
422,870,37,1022,84,31.7,50,2023-09-27 3:58:20.100
421,867,37,1020,84,31.7,50,2023-09-27 3:58:24.100
421,867,34,1021,84,31.7,50,2023-09-27 3:58:28.100
420,869,36,1022,84,31.6,50,2023-09-27 3:58:32.100
420,870,34,1022,84,31.7,50,2023-09-27 3:58:36.100
420,868,36,1018,84,31.7,50,2023-09-27 3:58:40.100
421,869,34,1018,84,31.7,50,2023-09-27 3:58:44.100
419,867,33,1019,83,31.7,50,2023-09-27 3:58:48.100
421,865,37,1017,81,31.6,50,2023-09-27 3:58:52.100
423,865,38,1019,83,31.7,50,2023-09-27 3:58:56.100
421,867,35,1019,83,31.7,50,2023-09-27 3:59:00.100
422,867,35,1022,85,31.6,50,2023-09-27 3:59:04.100
421,869,36,1018,83,31.6,50,2023-09-27 3:59:08.100
422,869,36,1020,84,31.7,50,2023-09-27 3:59:12.100
423,864,38,1018,84,31.7,50,2023-09-27 3:59:16.100
421,868,36,1022,84,31.7,50,2023-09-27 3:59:20.100
420,867,34,1021,84,31.7,50,2023-09-27 3:59:24.100
423,864,37,1017,84,31.7,50,2023-09-27 3:59:28.100
420,868,36,1021,84,31.7,50,2023-09-27 3:59:32.100
421,868,35,1020,84,31.7,50,2023-09-27 3:59:36.100
422,866,36,1017,84,31.7,50,2023-09-27 3:59:40.100
419,868,32,1020,84,31.7,50,2023-09-27 3:59:44.100
421,866,34,1018,84,31.7,50,2023-09-27 3:59:48.100
422,867,37,1015,84,31.7,50,2023-09-27 3:59:52.100
420,870,34,1022,84,31.7,50,2023-09-27 3:59:56.100
421,865,37,1018,84,31.7,50,2023-09-27 4:00:00.100
419,869,34,1019,84,31.7,50,2023-09-27 4:00:04.100
422,866,38,1018,84,31.7,50,2023-09-27 4:00:08.100
421,866,35,1019,84,31.7,50,2023-09-27 4:00:12.100
423,864,38,1017,84,31.7,50,2023-09-27 4:00:16.100
420,869,35,1019,84,31.7,50,2023-09-27 4:00:20.100
422,866,36,1019,84,31.7,50,2023-09-27 4:00:24.100
420,869,35,1021,84,31.8,50,2023-09-27 4:00:28.100
422,867,35,1022,84,31.7,50,2023-09-27 4:00:32.100
422,867,36,1020,84,31.7,50,2023-09-27 4:00:36.100
421,869,36,1020,84,31.7,50,2023-09-27 4:00:40.100
421,869,35,1019,84,31.7,50,2023-09-27 4:00:44.100
421,865,35,1017,84,31.7,50,2023-09-27 4:00:48.100
424,865,37,1017,84,31.7,50,2023-09-27 4:00:52.100
422,865,38,1015,84,31.7,50,2023-09-27 4:00:56.100
422,866,38,1018,84,31.7,50,2023-09-27 4:01:00.100
420,869,33,1021,84,31.7,50,2023-09-27 4:01:04.100
422,869,34,1019,84,31.7,50,2023-09-27 4:01:08.100
420,870,33,1021,84,31.7,50,2023-09-27 4:01:12.100
421,869,35,1018,84,31.7,50,2023-09-27 4:01:16.100
421,865,38,1021,84,31.7,50,2023-09-27 4:01:20.100
422,868,33,1021,84,31.7,50,2023-09-27 4:01:24.100
421,865,37,1017,84,31.7,50,2023-09-27 4:01:28.100
423,865,38,1018,84,31.7,50,2023-09-27 4:01:32.100
422,866,38,1019,84,31.7,50,2023-09-27 4:01:36.100
421,866,34,1022,83,31.8,50,2023-09-27 4:01:40.100
422,866,35,1018,83,31.7,50,2023-09-27 4:01:44.100
421,870,35,1020,83,31.7,50,2023-09-27 4:01:48.100
422,867,35,1020,82,31.7,50,2023-09-27 4:01:52.100
421,866,35,1017,84,31.7,50,2023-09-27 4:01:56.100
421,868,36,1021,83,31.7,50,2023-09-27 4:02:00.100
421,864,38,1018,84,31.7,50,2023-09-27 4:02:04.100
420,868,33,1020,82,31.6,50,2023-09-27 4:02:08.100
420,868,35,1021,81,31.7,50,2023-09-27 4:02:12.100
419,869,32,1020,83,31.7,50,2023-09-27 4:02:16.100
421,867,37,1018,84,31.7,50,2023-09-27 4:02:20.100
421,870,36,1019,82,31.7,50,2023-09-27 4:02:24.100
422,864,35,1018,83,31.7,50,2023-09-27 4:02:28.100
422,866,38,1017,83,31.7,50,2023-09-27 4:02:32.100
423,866,37,1017,83,31.7,50,2023-09-27 4:02:36.100
424,864,38,1018,83,31.7,50,2023-09-27 4:02:40.100
424,865,37,1015,83,31.7,50,2023-09-27 4:02:44.100
419,868,33,1021,83,31.7,50,2023-09-27 4:02:48.100
419,867,33,1020,83,31.7,50,2023-09-27 4:02:52.100
423,868,35,1019,82,31.7,50,2023-09-27 4:02:56.100
420,867,34,1020,83,31.8,50,2023-09-27 4:03:00.100
421,865,35,1019,83,31.7,50,2023-09-27 4:03:04.100
421,864,35,1017,83,31.7,50,2023-09-27 4:03:08.100
419,868,36,1020,84,31.7,50,2023-09-27 4:03:12.100
420,866,36,1019,83,31.7,50,2023-09-27 4:03:16.100
421,865,35,1017,83,31.8,50,2023-09-27 4:03:20.100
421,868,33,1023,83,31.7,50,2023-09-27 4:03:24.100
420,869,37,1018,83,31.8,50,2023-09-27 4:03:28.100
421,867,34,1020,83,31.7,50,2023-09-27 4:03:32.100
421,867,38,1018,82,31.7,50,2023-09-27 4:03:36.100
422,867,37,1015,84,31.8,50,2023-09-27 4:03:40.100
419,866,36,1019,84,31.8,50,2023-09-27 4:03:44.100
422,866,35,1019,83,31.7,50,2023-09-27 4:03:48.100
420,868,34,1019,84,31.7,50,2023-09-27 4:03:52.100
422,870,36,1021,83,31.7,50,2023-09-27 4:03:56.100
420,866,36,1020,84,31.7,50,2023-09-27 4:04:00.100
421,867,35,1018,83,31.8,50,2023-09-27 4:04:04.100
420,866,34,1017,83,31.7,50,2023-09-27 4:04:08.100
420,869,35,1021,83,31.7,50,2023-09-27 4:04:12.100
421,868,34,1019,84,31.7,50,2023-09-27 4:04:16.100
422,865,35,1020,84,31.7,50,2023-09-27 4:04:20.100
422,866,35,1017,83,31.7,50,2023-09-27 4:04:24.100
422,865,36,1016,83,31.7,50,2023-09-27 4:04:28.100
421,867,35,1022,83,31.7,50,2023-09-27 4:04:32.100
419,866,36,1018,83,31.8,50,2023-09-27 4:04:36.100
422,868,37,1021,83,31.8,50,2023-09-27 4:04:40.100
419,866,33,1019,82,31.8,50,2023-09-27 4:04:44.100
421,864,37,1018,83,31.8,50,2023-09-27 4:04:48.100
421,867,35,1019,83,31.7,50,2023-09-27 4:04:52.100
424,866,38,1015,83,31.7,50,2023-09-27 4:04:56.100
419,866,34,1019,83,31.8,50,2023-09-27 4:05:00.100
421,869,38,1022,84,31.8,50,2023-09-27 4:05:04.100
421,865,36,1019,83,31.8,50,2023-09-27 4:05:08.100
421,870,35,1021,83,31.8,50,2023-09-27 4:05:12.100
420,867,36,1017,83,31.8,50,2023-09-27 4:05:16.100
423,865,39,1018,83,31.8,50,2023-09-27 4:05:20.100
422,868,38,1020,83,31.8,50,2023-09-27 4:05:24.100
423,866,37,1019,83,31.8,50,2023-09-27 4:05:28.100
421,866,36,1020,83,31.8,50,2023-09-27 4:05:32.100
419,869,33,1020,83,31.8,50,2023-09-27 4:05:36.100
422,865,38,1015,83,31.7,50,2023-09-27 4:05:40.100
420,865,38,1018,82,31.8,50,2023-09-27 4:05:44.100
423,867,35,1022,82,31.8,50,2023-09-27 4:05:48.100
419,870,36,1019,84,31.8,50,2023-09-27 4:05:52.100
422,866,35,1018,83,31.7,50,2023-09-27 4:05:56.100
419,870,34,1022,82,31.8,50,2023-09-27 4:06:00.100
422,865,37,1016,82,31.8,50,2023-09-27 4:06:04.100
419,870,33,1020,82,31.8,50,2023-09-27 4:06:08.100
421,869,38,1018,82,31.8,50,2023-09-27 4:06:12.100
421,867,35,1018,81,31.8,50,2023-09-27 4:06:16.100
422,867,34,1021,81,31.8,50,2023-09-27 4:06:20.100
420,868,34,1021,81,31.8,50,2023-09-27 4:06:24.100
420,868,34,1021,81,31.8,50,2023-09-27 4:06:28.100
421,866,35,1019,81,31.8,50,2023-09-27 4:06:32.100
421,868,37,1020,81,31.8,50,2023-09-27 4:06:36.100
422,865,38,1019,81,31.8,50,2023-09-27 4:06:40.100
419,868,34,1019,82,31.8,50,2023-09-27 4:06:44.100
422,865,38,1019,82,31.8,50,2023-09-27 4:06:48.100
420,865,34,1017,82,31.8,50,2023-09-27 4:06:52.100
424,865,37,1016,81,31.8,50,2023-09-27 4:06:56.100
423,865,35,1017,81,31.8,50,2023-09-27 4:07:00.100
420,865,38,1018,81,31.8,50,2023-09-27 4:07:04.100
420,869,37,1020,82,31.8,50,2023-09-27 4:07:08.100
423,865,39,1017,81,31.8,50,2023-09-27 4:07:12.100
422,867,35,1021,81,31.8,50,2023-09-27 4:07:16.100
422,867,34,1021,81,31.8,50,2023-09-27 4:07:20.100
422,865,39,1017,81,31.8,50,2023-09-27 4:07:24.100
419,868,33,1018,81,31.7,50,2023-09-27 4:07:28.100
419,868,35,1020,81,31.7,50,2023-09-27 4:07:32.100
421,868,35,1020,81,31.8,50,2023-09-27 4:07:36.100
420,870,34,1021,81,31.8,50,2023-09-27 4:07:40.100
421,867,37,1017,81,31.8,50,2023-09-27 4:07:44.100
421,865,36,1018,81,31.8,50,2023-09-27 4:07:48.100
421,870,36,1017,82,31.8,50,2023-09-27 4:07:52.100
422,864,37,1015,82,31.8,50,2023-09-27 4:07:56.100
422,866,35,1019,82,31.8,50,2023-09-27 4:08:00.100
420,869,36,1020,82,31.8,50,2023-09-27 4:08:04.100
422,866,38,1016,82,31.8,50,2023-09-27 4:08:08.100
419,868,37,1019,83,31.8,50,2023-09-27 4:08:12.100
420,869,33,1019,82,31.8,50,2023-09-27 4:08:16.100
420,868,35,1019,83,31.8,50,2023-09-27 4:08:20.100
423,865,37,1017,83,31.8,50,2023-09-27 4:08:24.100
420,866,35,1019,84,31.8,50,2023-09-27 4:08:28.100
419,867,34,1019,83,31.8,50,2023-09-27 4:08:32.100
421,866,38,1018,84,31.8,50,2023-09-27 4:08:36.100
421,866,38,1018,83,31.8,51,2023-09-27 4:08:40.100
420,865,37,1017,84,31.8,50,2023-09-27 4:08:44.100
422,866,37,1017,84,31.8,50,2023-09-27 4:08:48.100
421,865,37,1017,83,31.8,50,2023-09-27 4:08:52.100
419,868,33,1022,84,31.8,50,2023-09-27 4:08:56.100
421,867,34,1022,84,31.8,51,2023-09-27 4:09:00.100
419,867,33,1020,84,31.8,50,2023-09-27 4:09:04.100
422,866,36,1018,84,31.8,50,2023-09-27 4:09:08.100
420,869,33,1020,83,31.8,50,2023-09-27 4:09:12.100
423,866,35,1019,84,31.8,50,2023-09-27 4:09:16.100
421,866,33,1019,84,31.8,50,2023-09-27 4:09:20.100
422,866,37,1015,84,31.9,50,2023-09-27 4:09:24.100
421,867,34,1021,84,31.9,50,2023-09-27 4:09:28.100
419,867,36,1019,84,31.8,50,2023-09-27 4:09:32.100
421,867,35,1018,84,31.8,50,2023-09-27 4:09:36.100
420,868,34,1021,83,31.8,50,2023-09-27 4:09:40.100
421,870,34,1020,84,31.8,50,2023-09-27 4:09:44.100
424,865,37,1017,84,31.8,50,2023-09-27 4:09:48.100
421,865,39,1017,83,31.8,50,2023-09-27 4:09:52.100
421,866,38,1018,83,31.9,50,2023-09-27 4:09:56.100
421,869,36,1018,83,31.8,50,2023-09-27 4:10:00.100
422,866,38,1015,83,31.9,50,2023-09-27 4:10:04.100
423,866,37,1017,83,31.9,50,2023-09-27 4:10:08.100
420,870,33,1021,83,31.8,50,2023-09-27 4:10:12.100
420,865,36,1018,82,31.8,50,2023-09-27 4:10:16.100
422,867,34,1021,81,31.8,50,2023-09-27 4:10:20.100
423,868,39,1016,80,31.8,50,2023-09-27 4:10:24.100
423,866,38,1017,80,31.8,50,2023-09-27 4:10:28.100
421,867,35,1017,81,31.9,50,2023-09-27 4:10:32.100
423,869,37,1021,82,31.9,50,2023-09-27 4:10:36.100
421,865,37,1018,82,31.8,50,2023-09-27 4:10:40.100
421,865,36,1019,82,31.8,50,2023-09-27 4:10:44.100
420,870,34,1022,81,31.8,50,2023-09-27 4:10:48.100
421,869,36,1020,80,31.8,50,2023-09-27 4:10:52.100
422,870,36,1018,80,31.8,50,2023-09-27 4:10:56.100
420,869,33,1019,81,31.8,50,2023-09-27 4:11:00.100
419,867,37,1017,80,31.8,50,2023-09-27 4:11:04.100
421,864,38,1018,77,31.8,50,2023-09-27 4:11:08.100
423,865,38,1018,78,31.8,50,2023-09-27 4:11:12.100
424,865,39,1018,78,31.9,50,2023-09-27 4:11:16.100
423,865,37,1017,79,31.8,50,2023-09-27 4:11:20.100
420,868,34,1022,80,31.8,50,2023-09-27 4:11:24.100
423,865,37,1020,80,31.8,50,2023-09-27 4:11:28.100
419,868,35,1019,80,31.8,50,2023-09-27 4:11:32.100
422,866,37,1018,79,31.9,50,2023-09-27 4:11:36.100
420,865,37,1018,79,31.9,50,2023-09-27 4:11:40.100
420,870,34,1019,80,31.9,50,2023-09-27 4:11:44.100
421,868,37,1021,80,31.9,50,2023-09-27 4:11:48.100
421,867,38,1020,79,31.8,50,2023-09-27 4:11:52.100
421,868,35,1020,79,31.8,50,2023-09-27 4:11:56.100
419,870,35,1021,79,31.9,50,2023-09-27 4:12:00.100
419,868,35,1019,80,31.9,50,2023-09-27 4:12:04.100
421,866,38,1019,80,31.9,50,2023-09-27 4:12:08.100
422,866,37,1017,80,31.9,50,2023-09-27 4:12:12.100
421,865,37,1017,18,31.9,50,2023-09-27 4:12:16.100
424,866,38,1016,5,31.9,50,2023-09-27 4:12:20.100
421,865,39,1017,5,31.9,50,2023-09-27 4:12:24.100
422,867,37,1017,5,31.9,50,2023-09-27 4:12:28.100
424,866,37,1018,5,31.9,50,2023-09-27 4:12:32.100
422,865,36,1016,80,31.8,50,2023-09-27 4:12:36.100
424,866,37,1016,79,31.9,50,2023-09-27 4:12:40.100
420,865,34,1019,79,31.9,50,2023-09-27 4:12:44.100
421,866,37,1018,74,31.8,50,2023-09-27 4:12:48.100
422,868,38,1017,78,31.9,50,2023-09-27 4:12:52.100
420,869,34,1021,78,31.9,50,2023-09-27 4:12:56.100
419,866,34,1019,78,31.9,50,2023-09-27 4:13:00.100
421,865,35,1018,77,31.9,50,2023-09-27 4:13:04.100
420,869,36,1019,78,31.9,50,2023-09-27 4:13:08.100
422,870,33,1020,78,31.9,50,2023-09-27 4:13:12.100
423,865,38,1018,78,31.9,50,2023-09-27 4:13:16.100
422,867,37,1019,78,31.9,50,2023-09-27 4:13:20.100
420,868,34,1022,78,31.9,50,2023-09-27 4:13:24.100
420,866,35,1020,80,31.9,50,2023-09-27 4:13:28.100
420,865,38,1018,80,31.9,50,2023-09-27 4:13:32.100
422,865,37,1015,80,31.9,50,2023-09-27 4:13:36.100
422,866,38,1017,80,31.9,50,2023-09-27 4:13:40.100
420,870,33,1020,80,31.9,50,2023-09-27 4:13:44.100
422,865,37,1018,80,31.9,50,2023-09-27 4:13:48.100
419,867,34,1019,80,31.9,50,2023-09-27 4:13:52.100
422,865,39,1015,80,31.9,50,2023-09-27 4:13:56.100
421,870,34,1020,80,31.9,50,2023-09-27 4:14:00.100
422,866,36,1018,80,31.9,50,2023-09-27 4:14:04.100
420,866,34,1020,80,31.9,50,2023-09-27 4:14:08.100
422,868,36,1017,80,31.9,50,2023-09-27 4:14:12.100
421,867,37,1018,80,31.9,50,2023-09-27 4:14:16.100
422,866,38,1017,80,31.9,50,2023-09-27 4:14:20.100
422,867,36,1018,80,31.9,50,2023-09-27 4:14:24.100
423,865,38,1017,80,31.9,50,2023-09-27 4:14:28.100
421,865,37,1019,80,31.9,50,2023-09-27 4:14:32.100
424,865,37,1019,80,31.9,50,2023-09-27 4:14:36.100
421,865,36,1017,80,31.9,50,2023-09-27 4:14:40.100
423,864,38,1018,80,31.9,50,2023-09-27 4:14:44.100
422,865,38,1019,80,31.9,50,2023-09-27 4:14:48.100
421,865,37,1017,80,31.9,50,2023-09-27 4:14:52.100
420,870,33,1019,80,31.9,50,2023-09-27 4:14:56.100
419,869,34,1021,80,31.9,50,2023-09-27 4:15:00.100
421,865,37,1017,80,31.9,50,2023-09-27 4:15:04.100
421,867,34,1022,80,31.9,50,2023-09-27 4:15:08.100
420,869,34,1021,80,31.9,50,2023-09-27 4:15:12.100
422,866,36,1017,80,31.9,50,2023-09-27 4:15:16.100
421,869,38,1021,80,31.9,50,2023-09-27 4:15:20.100
422,866,37,1016,80,31.9,50,2023-09-27 4:15:24.100
424,865,38,1016,80,31.9,50,2023-09-27 4:15:28.100
422,866,35,1018,80,31.9,49,2023-09-27 4:15:32.100
422,868,35,1020,80,31.9,49,2023-09-27 4:15:36.100
421,869,37,1020,80,31.9,50,2023-09-27 4:15:40.100
422,868,36,1019,80,31.9,49,2023-09-27 4:15:44.100
420,868,36,1020,80,31.9,49,2023-09-27 4:15:48.100
423,865,37,1018,80,31.9,49,2023-09-27 4:15:52.100
420,867,34,1021,80,31.9,49,2023-09-27 4:15:56.100
420,868,36,1019,80,31.9,49,2023-09-27 4:16:00.100
422,866,38,1016,80,31.9,49,2023-09-27 4:16:04.100
422,865,38,1016,80,31.9,49,2023-09-27 4:16:08.100
423,865,37,1017,80,31.9,49,2023-09-27 4:16:12.100
422,867,37,1017,80,31.9,49,2023-09-27 4:16:16.100
422,867,38,1017,80,31.9,49,2023-09-27 4:16:20.100
422,866,37,1018,80,31.9,49,2023-09-27 4:16:24.100
421,866,37,1018,80,31.9,49,2023-09-27 4:16:28.100
423,867,38,1017,80,31.9,49,2023-09-27 4:16:32.100
422,867,37,1017,80,31.9,49,2023-09-27 4:16:36.100
419,867,33,1018,80,31.9,49,2023-09-27 4:16:40.100
422,869,35,1020,80,31.9,49,2023-09-27 4:16:44.100
420,868,34,1019,80,31.9,49,2023-09-27 4:16:48.100
421,870,35,1020,80,31.9,49,2023-09-27 4:16:52.100
421,868,35,1019,80,31.9,49,2023-09-27 4:16:56.100
422,865,36,1015,80,31.9,49,2023-09-27 4:17:00.100
420,870,36,1019,80,31.9,49,2023-09-27 4:17:04.100
421,865,37,1017,80,31.9,49,2023-09-27 4:17:08.100
423,864,35,1019,80,31.9,49,2023-09-27 4:17:12.100
421,866,35,1019,80,31.9,49,2023-09-27 4:17:16.100
419,869,34,1019,80,31.9,49,2023-09-27 4:17:20.100
424,866,37,1016,80,31.9,49,2023-09-27 4:17:24.100
421,868,38,1018,80,31.9,49,2023-09-27 4:17:28.100
419,869,33,1020,80,31.9,49,2023-09-27 4:17:32.100
419,866,35,1017,80,31.9,49,2023-09-27 4:17:36.100
421,868,36,1019,80,31.9,49,2023-09-27 4:17:40.100
421,867,36,1018,80,31.9,49,2023-09-27 4:17:44.100
421,868,35,1021,80,31.9,49,2023-09-27 4:17:48.100
422,868,38,1019,80,31.9,49,2023-09-27 4:17:52.100
421,867,35,1017,80,31.9,49,2023-09-27 4:17:56.100
422,866,38,1018,80,31.9,49,2023-09-27 4:18:00.100
418,867,36,1019,80,31.9,49,2023-09-27 4:18:04.100
423,865,39,1017,80,31.9,49,2023-09-27 4:18:08.100
422,867,38,1018,80,31.9,49,2023-09-27 4:18:12.100
420,869,34,1018,80,31.9,49,2023-09-27 4:18:16.100
420,869,35,1018,80,31.9,49,2023-09-27 4:18:20.100
421,866,35,1018,80,31.9,49,2023-09-27 4:18:24.100
419,867,35,1019,80,31.9,50,2023-09-27 4:18:28.100
422,865,37,1017,80,31.9,50,2023-09-27 4:18:32.100
421,865,35,1017,80,31.9,50,2023-09-27 4:18:36.100
421,867,37,1021,80,31.9,50,2023-09-27 4:18:40.100
421,868,35,1021,80,31.9,50,2023-09-27 4:18:44.100
422,865,36,1018,80,31.9,50,2023-09-27 4:18:48.100
420,870,34,1022,80,31.9,50,2023-09-27 4:18:52.100
422,868,36,1019,80,31.9,50,2023-09-27 4:18:56.100
422,865,40,1017,80,31.9,50,2023-09-27 4:19:00.100
422,867,34,1019,80,31.9,50,2023-09-27 4:19:04.100
420,868,37,1019,80,31.9,50,2023-09-27 4:19:08.100
420,869,35,1020,80,31.9,50,2023-09-27 4:19:12.100
419,867,34,1018,80,31.9,50,2023-09-27 4:19:16.100
421,867,34,1020,80,31.9,50,2023-09-27 4:19:20.100
423,866,38,1015,80,31.9,51,2023-09-27 4:19:24.100
422,867,35,1021,80,31.9,51,2023-09-27 4:19:28.100
421,866,38,1018,80,31.9,51,2023-09-27 4:19:32.100
419,869,36,1019,80,31.9,51,2023-09-27 4:19:36.100
422,866,37,1015,80,31.9,51,2023-09-27 4:19:40.100
420,867,35,1018,80,31.9,51,2023-09-27 4:19:44.100
423,866,37,1017,80,31.9,51,2023-09-27 4:19:48.100
424,865,40,1017,80,31.9,51,2023-09-27 4:19:52.100
420,869,34,1021,80,31.9,51,2023-09-27 4:19:56.100
420,868,33,1019,80,31.9,51,2023-09-27 4:20:00.100
422,868,33,1023,80,31.9,51,2023-09-27 4:20:04.100
421,869,38,1018,80,31.9,51,2023-09-27 4:20:08.100
423,867,37,1017,80,31.9,51,2023-09-27 4:20:12.100
422,865,39,1016,80,31.9,51,2023-09-27 4:20:16.100
419,869,33,1021,80,31.9,51,2023-09-27 4:20:20.100
423,866,35,1020,80,31.9,51,2023-09-27 4:20:24.100
422,865,39,1018,80,31.9,51,2023-09-27 4:20:28.100
419,869,34,1021,80,31.9,51,2023-09-27 4:20:32.100
422,868,36,1018,80,31.9,51,2023-09-27 4:20:36.100
421,869,35,1020,80,31.9,51,2023-09-27 4:20:40.100
419,867,35,1018,80,31.9,51,2023-09-27 4:20:44.100
420,869,33,1019,80,31.9,51,2023-09-27 4:20:48.100
422,866,37,1017,80,31.9,51,2023-09-27 4:20:52.100
421,868,33,1021,80,31.9,51,2023-09-27 4:20:56.100
422,865,38,1019,80,31.9,52,2023-09-27 4:21:00.100
422,869,38,1019,80,31.9,51,2023-09-27 4:21:04.100
422,867,38,1015,80,31.9,52,2023-09-27 4:21:08.100
421,868,37,1020,82,31.9,51,2023-09-27 4:21:12.100
423,866,35,1019,80,31.9,52,2023-09-27 4:21:16.100
422,867,36,1022,80,31.9,52,2023-09-27 4:21:20.100
421,868,34,1021,80,31.9,52,2023-09-27 4:21:24.100
420,868,36,1018,80,31.9,52,2023-09-27 4:21:28.100
422,866,37,1018,80,31.9,52,2023-09-27 4:21:32.100
422,867,35,1021,81,31.9,52,2023-09-27 4:21:36.100
421,865,38,1018,81,31.9,52,2023-09-27 4:21:40.100
420,864,36,1020,82,31.9,52,2023-09-27 4:21:44.100
421,870,35,1021,83,31.9,52,2023-09-27 4:21:48.100
422,867,35,1018,83,31.9,52,2023-09-27 4:21:52.100
423,864,38,1018,84,31.9,52,2023-09-27 4:21:56.100
421,869,36,1018,84,31.9,52,2023-09-27 4:22:00.100
423,866,38,1015,84,31.9,52,2023-09-27 4:22:04.100
420,869,37,1019,84,31.9,52,2023-09-27 4:22:08.100
422,866,37,1017,84,31.9,52,2023-09-27 4:22:12.100
421,867,35,1021,84,31.9,52,2023-09-27 4:22:16.100
422,866,37,1019,84,31.9,52,2023-09-27 4:22:20.100
423,866,34,1020,84,31.9,52,2023-09-27 4:22:24.100
420,869,33,1019,83,31.9,52,2023-09-27 4:22:28.100
420,869,35,1021,82,31.9,52,2023-09-27 4:22:32.100
422,865,37,1017,82,31.9,52,2023-09-27 4:22:36.100
424,864,36,1017,83,31.9,52,2023-09-27 4:22:40.100
419,868,34,1018,84,32.0,52,2023-09-27 4:22:44.100
420,868,35,1021,84,32.0,52,2023-09-27 4:22:48.100
420,866,38,1018,84,31.9,52,2023-09-27 4:22:52.100
420,868,34,1022,84,31.9,52,2023-09-27 4:22:56.100
422,866,38,1017,83,31.9,52,2023-09-27 4:23:00.100
422,868,38,1015,82,31.9,52,2023-09-27 4:23:04.100
420,867,34,1019,81,31.9,52,2023-09-27 4:23:08.100
420,866,34,1020,81,31.9,52,2023-09-27 4:23:12.100
421,867,34,1022,81,31.9,52,2023-09-27 4:23:16.100
422,866,37,1021,81,32.0,52,2023-09-27 4:23:20.100
423,866,37,1017,81,32.0,52,2023-09-27 4:23:24.100
423,865,37,1017,81,31.9,52,2023-09-27 4:23:28.100
424,865,37,1016,81,31.9,52,2023-09-27 4:23:32.100
420,870,34,1019,81,32.0,52,2023-09-27 4:23:36.100
420,869,34,1021,81,31.9,52,2023-09-27 4:23:40.100
422,868,40,1019,81,32.0,52,2023-09-27 4:23:44.100
422,865,37,1018,81,32.0,52,2023-09-27 4:23:48.100
422,866,38,1018,81,32.0,52,2023-09-27 4:23:52.100
420,868,37,1022,80,32.0,52,2023-09-27 4:23:56.100
421,867,36,1020,80,32.0,52,2023-09-27 4:24:00.100
424,868,38,1015,80,32.0,52,2023-09-27 4:24:04.100
421,869,34,1020,80,31.9,52,2023-09-27 4:24:08.100
422,864,38,1017,80,32.0,52,2023-09-27 4:24:12.100
421,866,34,1019,80,32.0,52,2023-09-27 4:24:16.100
422,866,38,1018,80,32.0,52,2023-09-27 4:24:20.100
419,869,35,1023,80,32.0,52,2023-09-27 4:24:24.100
421,866,36,1017,80,32.0,52,2023-09-27 4:24:28.100
422,866,37,1017,80,31.9,52,2023-09-27 4:24:32.100
423,865,37,1018,80,31.9,52,2023-09-27 4:24:36.100
420,870,36,1020,80,32.0,52,2023-09-27 4:24:40.100
422,869,37,1019,80,32.0,52,2023-09-27 4:24:44.100
422,865,37,1017,80,32.0,52,2023-09-27 4:24:48.100
422,865,40,1018,80,31.9,52,2023-09-27 4:24:52.100
422,867,35,1017,80,32.0,52,2023-09-27 4:24:56.100
422,866,37,1018,80,31.9,52,2023-09-27 4:25:00.100
421,870,34,1020,80,32.0,52,2023-09-27 4:25:04.100
420,869,37,1020,80,31.9,52,2023-09-27 4:25:08.100
421,865,36,1019,80,31.9,52,2023-09-27 4:25:12.100
421,868,36,1019,80,32.0,52,2023-09-27 4:25:16.100
420,868,35,1019,80,32.0,52,2023-09-27 4:25:20.100
423,866,38,1017,80,32.0,52,2023-09-27 4:25:24.100
420,868,36,1021,81,32.0,52,2023-09-27 4:25:28.100
423,866,35,1019,81,32.0,52,2023-09-27 4:25:32.100
420,867,33,1022,81,32.0,52,2023-09-27 4:25:36.100
421,867,38,1021,81,32.0,52,2023-09-27 4:25:40.100
423,868,37,1019,80,32.0,52,2023-09-27 4:25:44.100
421,866,35,1019,80,32.0,52,2023-09-27 4:25:48.100
420,870,34,1021,81,32.0,52,2023-09-27 4:25:52.100
421,867,34,1019,81,32.0,52,2023-09-27 4:25:56.100
422,867,35,1021,81,32.0,52,2023-09-27 4:26:00.100
420,868,35,1019,83,32.0,52,2023-09-27 4:26:04.100
420,869,36,1018,84,32.0,52,2023-09-27 4:26:08.100
